gene_id	amr_class	munk2018_amr_group	new_amr_group	gene_length_bp	short_gene
ere(A)_1_AY183453	Macrolide	Macrolide	Macrolide	1221	ere(A)_1
blaZ_124_NC_013944	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_124_NC
tet(C)_1_NC_003123	Tetracycline	Tetracycline	Tetracycline	1191	tet(C)_1_NC
aac(6_)-31_1_AM283489	Aminoglycoside	Aminoglycoside	Aminoglycoside	519	aac(6_)-31_1
blaOXA-209_1_JF268688	Beta-Lactam	Beta-Lactam	Beta-Lactam	825	blaOXA-209_1
erm(44)_1_HG796218	Macrolide	Macrolide	Macrolide	732	erm(44)_1
blaSHV-134_1_HM559945	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-134_1
blaSRT-2_1_AY524276	Beta-Lactam	Beta-Lactam	Beta-Lactam	1137	blaSRT-2_1
aph(3_)-VIIa_1_M29953	Aminoglycoside	Aminoglycoside	Aminoglycoside	753	aph(3_)-VIIa_1
blaZ_21_JGQH01000014	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_21
blaZ_93_FKQA01000038	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_93
cfr(B)_3_KR610408	Oxa/Phen	Other	Other	1050	cfr(B)_3
qnrS2_1_DQ485530	Quinolone	Quinolone	Quinolone	657	qnrS2_1
sul1_33_AJ564903	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_33
catB3_1_AJ009818	Phenicol	Phenicol	Phenicol	633	catB3_1
blaCTX-M-86_1_FJ214369	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-86_1
nimE_1_AM042593	Nitroimidazole	Other	Other	435	nimE_1_AM
nimI_1_FJ940883	Nitroimidazole	Other	Other	457	nimI_1
cfiA3_1_AB087228	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	cfiA3_1
qnrD2_1_KF055448	Quinolone	Quinolone	Quinolone	645	qnrD2_1
blaSHV-153_1_JX121120	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-153_1
blaZ_18_JBQW01000016	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_18
vga(A)LC_2_DQ823382	Macrolide	Macrolide	Macrolide	1569	vga(A)LC_2
blaZ_15_JAZQ01000018	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_15
erm(C)_15_U82607	Macrolide	Macrolide	Macrolide	735	erm(C)_15
blaOXA-32_1_AF315351	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-32_1
blaOXA-224_1_JN412067	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-224_1
blaTEM-90_1_AF351241	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-90_1
blaOXA-447_1_KR061496	Beta-Lactam	Beta-Lactam	Beta-Lactam	774	blaOXA-447_1
aadA23_1_AJ809407	Aminoglycoside	Aminoglycoside	Aminoglycoside	780	aadA23_1
blaCARB-5_1_AF135373	Beta-Lactam	Beta-Lactam	Beta-Lactam	897	blaCARB-5_1
aac(6_)-Iad_1_AB119105	Aminoglycoside	Aminoglycoside	Aminoglycoside	435	aac(6_)-Iad_1
crpP_1_HM560971	Quinolone	Quinolone	Quinolone	198	crpP_1
blaCARB-49_1_KX599396	Beta-Lactam	Beta-Lactam	Beta-Lactam	897	blaCARB-49_1
optrA_20_ALMZ01000078	Oxazolidinone	Other	Other	1968	optrA_20
mph(E)_2_JF769133	Macrolide	Macrolide	Macrolide	885	mph(E)_2
blaTUS-1_1_AF441287	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaTUS-1_1
blaMUS-1_1_AF441286	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaMUS-1_1
blaOXA-55_1_AY343493	Beta-Lactam	Beta-Lactam	Beta-Lactam	870	blaOXA-55_1
ant(2__)-Ia_14_DQ266447	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_14
qnrB61_1_AB734053	Quinolone	Quinolone	Quinolone	645	qnrB61_1
fosA_6_ACZD01000244	Fosfomycin	Other	Other	420	fosA_6
blaZ_5_AJ302698	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_5
qnrB72_1_KC741443	Quinolone	Quinolone	Quinolone	645	qnrB72_1
dfrA16_3_AY878718	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA16_3
blaCARB-3_1_S46063	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-3_1
optrA_2_KT862781	Oxazolidinone	Other	Other	1968	optrA_2
blaZ_29_JDXN01000019	Beta-Lactam	Beta-Lactam	Beta-Lactam	900	blaZ_29
blaIMP-12_1_AJ420864	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaIMP-12_1
blaHERA-6_1_AJ536090	Beta-Lactam	Beta-Lactam	Beta-Lactam	873	blaHERA-6_1
qnrB16_1_EU136183	Quinolone	Quinolone	Quinolone	645	qnrB16_1
blaHERA-8_1_AJ536092	Beta-Lactam	Beta-Lactam	Beta-Lactam	873	blaHERA-8_1
qnrB68_1_KC580657	Quinolone	Quinolone	Quinolone	645	qnrB68_1
blaTEM-35_1_KP860986	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-35_1
blaHERA-3_1_AF398335	Beta-Lactam	Beta-Lactam	Beta-Lactam	873	blaHERA-3_1
fosA5_1_EU195449	Fosfomycin	Other	Other	420	fosA5_1
aac(3)-VIII_3_AJ748131	Aminoglycoside	Aminoglycoside	Aminoglycoside	864	aac(3)-VIII_3
blaOXA-235_1_JQ820240	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-235_1
cmlB1_1_AM296481	Phenicol	Phenicol	Phenicol	1266	cmlB1_1
aph(3_)-Ib_2_AJ744860	Aminoglycoside	Aminoglycoside	Aminoglycoside	816	aph(3_)-Ib_2
qnrA1_1_AY070235	Quinolone	Quinolone	Quinolone	657	qnrA1_1
mecC2_1_KF955540	Beta-Lactam	Beta-Lactam	Beta-Lactam	1998	mecC2_1
blaCTX-M-125_1_JQ724542	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-125_1
blaCTX-M-122_1_JN790863	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-122_1
qnrB50_1_JX440357	Quinolone	Quinolone	Quinolone	645	qnrB50_1
aac(3)-VIII_2_AJ843080	Aminoglycoside	Aminoglycoside	Aminoglycoside	864	aac(3)-VIII_2
blaCTX-M-112_1_JF274246	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-112_1
blaCMY-50_1_FN645444	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-50_1
aph(3_)-Id_1_Z48231	Aminoglycoside	Aminoglycoside	Aminoglycoside	816	aph(3_)-Id_1
blaZ_113_AHVS01000008	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_113
blaTEM-162_1_EF468463	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-162_1
tet(H)_4_U00792	Tetracycline	Tetracycline	Tetracycline	1203	tet(H)_4
mecA1_5_AB547234	Beta-Lactam	Beta-Lactam	Beta-Lactam	2001	mecA1_5
blaZ_71_NZ_CUGR01000082	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_71_NZ
mecD_1_KY013611	Beta-Lactam	Beta-Lactam	Beta-Lactam	2037	mecD_1
dfrA21_1_AY552589	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA21_1
blaOXA-493_1_CP007774	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaOXA-493_1
mecC_4_HG515014	Beta-Lactam	Beta-Lactam	Beta-Lactam	1998	mecC_4
tet(L)_4_D00006	Tetracycline	Tetracycline	Tetracycline	1377	tet(L)_4
blaOXA-97_1_EF102240	Beta-Lactam	Beta-Lactam	Beta-Lactam	843	blaOXA-97_1
mecB_1_NC_011996	Beta-Lactam	Beta-Lactam	Beta-Lactam	2025	mecB_1_NC
blaB-3_2_AF189299	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	blaB-3_2
dfrA15_3_DQ647028	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA15_3
blaZ_85_NZ_FHDT01000016	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaZ_85_NZ
aac(6_)-Iai_1_EU886977	Aminoglycoside	Aminoglycoside	Aminoglycoside	567	aac(6_)-Iai_1
blaZ_6_AP003139	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_6
blaOXA-136_1_EU086831	Beta-Lactam	Beta-Lactam	Beta-Lactam	810	blaOXA-136_1
blaB-8_1_AF189305	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaB-8_1
blaOXA-476_1_KR182169	Beta-Lactam	Beta-Lactam	Beta-Lactam	810	blaOXA-476_1
blaCARB-6_1_AF030945	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-6_1
optrA_8_KT862782	Oxazolidinone	Other	Other	1968	optrA_8
blaTEM-2_2_AJ251946	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-2_2
ant(2__)-Ia_20_AY139599	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_20
tet(59)_1_KU736878	Tetracycline	Tetracycline	Tetracycline	1203	tet(59)_1
hugA_1_AF324468	Beta-Lactam	Beta-Lactam	Beta-Lactam	897	hugA_1
tet(31)_2_AJ250203	Tetracycline	Tetracycline	Tetracycline	1233	tet(31)_2
optrA_6_KT862784	Oxazolidinone	Other	Other	1968	optrA_6
fosB3_1_HQ219726	Fosfomycin	Other	Other	420	fosB3_1
dfrA12_1_FJ763641	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_1
dfrA12_3_KJ568502	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_3
floR_1_AF071555	Phenicol	Phenicol	Phenicol	1215	floR_1
blaTEM-157_1_DQ909059	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-157_1
optrA_16_AMBD01000029	Oxazolidinone	Other	Other	1968	optrA_16
blaTEM-189_1_JN254627	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-189_1
dfrA12_7_AB196348	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_7
blaTEM-150_1_AM183304	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-150_1
dfrA12_6_AY551331	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_6
sul1_3_EU855787	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_3
blaTEM-144_1_AM049400	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-144_1
blaOXA-282_1_APQS01000019	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-282_1
blaOXA-496_1_KT200608	Beta-Lactam	Beta-Lactam	Beta-Lactam	840	blaOXA-496_1
mcr-1.5_1_KY283125	Colistin	Other	Colistin	1626	mcr-1.5_1
blaOXA-285_1_APRY01000059	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-285_1
blaZ_133_AIDT01000014	Beta-Lactam	Beta-Lactam	Beta-Lactam	888	blaZ_133
blaSHV-152_1_JX121119	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-152_1
dfrA5_2_FJ001870	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA5_2
blaCARB-50_1_NG_052478	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-50_1_NG
blaSHV-13_1_AF164577	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-13_1
blaSHV-2a_1_X98102	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-2a_1
fosB6_1_KR870314	Fosfomycin	Other	Other	420	fosB6_1
blaL_1_NG050597	Beta-Lactam	Beta-Lactam	Beta-Lactam	978	blaL_1
blaSHV-199_1_MF373391	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-199_1
ere(A)_4_AF512546	Macrolide	Macrolide	Macrolide	1227	ere(A)_4
blaCMY-70_1_JX440350	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-70_1
blaCMY-49_1_GQ402541	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-49_1
blaOXA-361_1_KF460531	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-361_1
blaACT-12_1_JX440355	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaACT-12_1
blaOXA-284_1_APRU01000004	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-284_1
blaOXY-1-1_1_Z30177	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaOXY-1-1_1
blaOXY-6-2_2_AJ871875	Beta-Lactam	Beta-Lactam	Beta-Lactam	873	blaOXY-6-2_2
blaDHA-16_1_KM087852	Beta-Lactam	Beta-Lactam	Beta-Lactam	1140	blaDHA-16_1
blaCMY-105_1_KJ207205	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-105_1
blaCMY-101_1_KF526114	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-101_1
sul1_27_GU562437	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_27
blaSHV-64_1_DQ174304	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-64_1
blaSCO-1_1_EF063111	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaSCO-1_1
blaOXA-415_1_KJ865754	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-415_1
dfrA17_11_JN645876	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA17_11
qnrS8_1_KF730652	Quinolone	Quinolone	Quinolone	657	qnrS8_1
sul1_7_FJ715937	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_7
dfrB3_1_X72585	Trimethoprim	Trimethoprim	Trimethoprim	237	dfrB3_1
nimE_1_AJ244018	Nitroimidazole	Other	Other	458	nimE_1_AJ
blaCTX-M-55_1_DQ810789	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-55_1
blaSHV-183_1_HG934764	Beta-Lactam	Beta-Lactam	Beta-Lactam	864	blaSHV-183_1
mcr-1.7_1_KY488488	Colistin	Other	Colistin	1626	mcr-1.7_1
blaCTX-M-208_1_MH067958	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-208_1
dfrA17_5_GU358475	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA17_5
blaZ_42_CCEE01000006	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_42
mcr-1.10_1_MF176238	Colistin	Other	Colistin	1626	mcr-1.10_1
blaSHV-40_1_AF535128	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-40_1
dfrA17_3_JQ414038	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA17_3
qnrB51_1_JX440358	Quinolone	Quinolone	Quinolone	645	qnrB51_1
fosA6_1_KU254579	Fosfomycin	Other	Other	433	fosA6_1
mcr-1.3_1_KU934208	Colistin	Other	Colistin	1626	mcr-1.3_1
blaSHV-82_1_AM176557	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-82_1
blaTEM-120_1_AY243512	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-120_1
blaSHV-14_1_AF226622	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-14_1
rmtD_1_DQ914960	Aminoglycoside	Aminoglycoside	Aminoglycoside	744	rmtD_1
aph(3_)-VI_1_KC170992	Aminoglycoside	Aminoglycoside	Aminoglycoside	780	aph(3_)-VI_1
aph(3_)-VIa_1_X07753	Aminoglycoside	Aminoglycoside	Aminoglycoside	780	aph(3_)-VIa_1
blaSHV-160_1_JX121127	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-160_1
rmtD2_1_HQ401565	Aminoglycoside	Aminoglycoside	Aminoglycoside	744	rmtD2_1
blaOXA-541_1_FM179467	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-541_1
VanC1XY_1_AF162694	Vancomycin	Other	Vancomycin	1601	VanC1XY_1
blaCMY-18_1_AY743434	Beta-Lactam	Beta-Lactam	Beta-Lactam	1152	blaCMY-18_1
qnrB1_1_DQ351241	Quinolone	Quinolone	Quinolone	645	qnrB1_1
blaCTX-M-190_1_KX664469	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-190_1
blaSHV-149_1_JX121116	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-149_1
blaSHV-57_1_AY223863	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-57_1
blaSHV-178_1_KF705209	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-178_1
blaSHV-135_1_HQ637576	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-135_1
blaSHV-185_1_KM233164	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-185_1
blaSHV-25_1_AF208796	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-25_1
blaSHV-119_1_JX192924	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-119_1
blaSHV-41_1_AF535129	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-41_1
blaOXA-4_1_AY162283	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-4_1
blaCTX-M-182_1_KX056901	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-182_1
blaSHV-89_1_DQ193536	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-89_1
mcr-1.9_1_KY964067	Colistin	Other	Colistin	1626	mcr-1.9_1
blaSHV-28_1_AF299299	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-28_1
blaSHV-187_1_LN515533	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaSHV-187_1
blaCTX-M-172_1_KT251041	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-172_1
blaSHV-161_1_JX121128	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-161_1
penA_1_AF515059	Beta-Lactam	Beta-Lactam	Beta-Lactam	1746	penA_1
blaOXA-472_1_KR182165	Beta-Lactam	Beta-Lactam	Beta-Lactam	807	blaOXA-472_1
aph(3_)-Ia_4_AF498082	Aminoglycoside	Aminoglycoside	Aminoglycoside	816	aph(3_)-Ia_4
blaOXA-22_1_AF064820	Beta-Lactam	Beta-Lactam	Beta-Lactam	825	blaOXA-22_1
blaOXA-60b_1_AY664504	Beta-Lactam	Beta-Lactam	Beta-Lactam	816	blaOXA-60b_1
mcr-4.3_1_MG026621	Colistin	Other	Colistin	1626	mcr-4.3_1
blaOXA-60c_1_AY664505	Beta-Lactam	Beta-Lactam	Beta-Lactam	816	blaOXA-60c_1
blaACC-3_1_AF180958	Beta-Lactam	Beta-Lactam	Beta-Lactam	1131	blaACC-3_1
blaACC-2_1_AF180952	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-2_1
blaOXA-29_1_AJ400619	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-29_1
blaACC-1c_1_AF180959	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-1c_1
blaACC-1d_1_ADCU02000001	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-1d_1
blaACC-1_2_HG530658	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-1_2
vga(A)LC_4_JQ312423	Macrolide	Macrolide	Macrolide	1569	vga(A)LC_4
fosX_2_AL591981	Fosfomycin	Other	Other	402	fosX_2
blaFONA-1_1_AJ251239	Beta-Lactam	Beta-Lactam	Beta-Lactam	888	blaFONA-1_1
blaACC-5_1_HE819401	Beta-Lactam	Beta-Lactam	Beta-Lactam	1161	blaACC-5_1
blaOXA-527_1_KX599404	Beta-Lactam	Beta-Lactam	Beta-Lactam	825	blaOXA-527_1
tet(53)_1_KR857687	Tetracycline	Tetracycline	Tetracycline	1164	tet(53)_1
tet(M)_6_M21136	Tetracycline	Tetracycline	Tetracycline	1920	tet(M)_6
blaTEM-107_1_AY101764	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-107_1
cphA1_7_X57102	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA1_7
blaCME-1_1_AJ006275	Beta-Lactam	Beta-Lactam	Beta-Lactam	888	blaCME-1_1
sul1_18_AY260546	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_18
blaSHV-42_1_AF535130	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-42_1
blaSHV-48_1_AY263404	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-48_1
blaSHV-96_1_EF373971	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-96_1
blaCTX-M-170_1_KR822223	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-170_1
blaSHV-164_1_HE981194	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-164_1
blaTEM-194_1_JN935136	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-194_1
blaOXA-349_1_KF297578	Beta-Lactam	Beta-Lactam	Beta-Lactam	822	blaOXA-349_1
ampS_1_X80276	Beta-Lactam	Beta-Lactam	Beta-Lactam	795	ampS_1
cphA7_1_AY227053	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA7_1
cphA1_2_AY261377	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA1_2
tet(E)_1_Y19116	Tetracycline	Tetracycline	Tetracycline	1196	tet(E)_1
blaOXA-405_1_KM589641	Beta-Lactam	Beta-Lactam	Beta-Lactam	786	blaOXA-405_1
blaFOX-8_1_HM565917	Beta-Lactam	Beta-Lactam	Beta-Lactam	1149	blaFOX-8_1
cphA1_3_AY261378	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA1_3
tet(E)_3_CP000645	Tetracycline	Tetracycline	Tetracycline	1218	tet(E)_3
blaFOX-9_1_JF896803	Beta-Lactam	Beta-Lactam	Beta-Lactam	1149	blaFOX-9_1
blaCEPH-A3_1_AY112998	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	blaCEPH-A3_1
blaIND-9_1_GU186045	Beta-Lactam	Beta-Lactam	Beta-Lactam	720	blaIND-9_1
tet(E)_2_L06940	Tetracycline	Tetracycline	Tetracycline	1218	tet(E)_2
blaCTX-M-47_1_AY847143	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-47_1
blaCTX-M-117_1_JN227085	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-117_1
blaOXA-162_1_GU197550	Beta-Lactam	Beta-Lactam	Beta-Lactam	798	blaOXA-162_1
imiS_1_Y10415	Beta-Lactam	Beta-Lactam	Beta-Lactam	768	imiS_1
blaSME-1_1_Z28968	Beta-Lactam	Beta-Lactam	Beta-Lactam	885	blaSME-1_1
cphA4_1_AY227050	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA4_1
cphA6_1_AY227052	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA6_1
blaBEL-1_1_DQ089809	Beta-Lactam	Beta-Lactam	Beta-Lactam	852	blaBEL-1_1
dfrB6_1_DQ274503	Trimethoprim	Trimethoprim	Trimethoprim	237	dfrB6_1
dfrB8_1_GU295656	Trimethoprim	Trimethoprim	Trimethoprim	249	dfrB8_1
blaVIM-18_1_AM778091	Beta-Lactam	Beta-Lactam	Beta-Lactam	789	blaVIM-18_1
qnrD3_1_KX130945	Quinolone	Quinolone	Quinolone	645	qnrD3_1
tetA(60)_1_KX000272	Tetracycline	Tetracycline	Tetracycline	1740	tetA(60)_1
tetB(60)_1_KX000273	Tetracycline	Tetracycline	Tetracycline	1740	tetB(60)_1
sul1_29_AJ746361	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_29
qnrS5_1_HQ631377	Quinolone	Quinolone	Quinolone	657	qnrS5_1
blaPER-5_1_FJ627180	Beta-Lactam	Beta-Lactam	Beta-Lactam	926	blaPER-5_1
blaOXA-60d_1_AY664506	Beta-Lactam	Beta-Lactam	Beta-Lactam	816	blaOXA-60d_1
aac(6_)-33_1_GQ337064	Aminoglycoside	Aminoglycoside	Aminoglycoside	555	aac(6_)-33_1
ampH_2_HQ586946	Beta-Lactam	Beta-Lactam	Beta-Lactam	795	ampH_2
cphA8_1_AY261375	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA8_1
aph(3_)-Ia_2_EU287476	Aminoglycoside	Aminoglycoside	Aminoglycoside	816	aph(3_)-Ia_2
blaOXA-212_1_JN861780	Beta-Lactam	Beta-Lactam	Beta-Lactam	825	blaOXA-212_1
imiH_1_AJ548797	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	imiH_1
dfrA1_15_FM207631	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_15
blaACC-1a_1_AF180953	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-1a_1
blaOXA-118_1_AF371964	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-118_1
blaOXA-205_1_JF800667	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-205_1
ant(6)-Ia_5_AB247327	Aminoglycoside	Aminoglycoside	Aminoglycoside	909	ant(6)-Ia_5
cphA1_1_AY261379	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA1_1
blaOXA-296_1_APOH01000009	Beta-Lactam	Beta-Lactam	Beta-Lactam	855	blaOXA-296_1
blaFOX-10_1_JX049131	Beta-Lactam	Beta-Lactam	Beta-Lactam	1149	blaFOX-10_1
ampH_1_AJ276031	Beta-Lactam	Beta-Lactam	Beta-Lactam	795	ampH_1
cphA2_6_AHU60294	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA2_6
blaACC-1b_1_AF180955	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-1b_1
aac(6_)-Ib-cr_2_EF636461	AmGlyc/Quin	Other	Other	519	aac(6_)-Ib-cr_2
cphA5_1_AY227051	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA5_1
blaDHA-18_1_KM087841	Beta-Lactam	Beta-Lactam	Beta-Lactam	1140	blaDHA-18_1
blaCFE-1_1_AB107899	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCFE-1_1
blaACC-4_1_KM087831	Beta-Lactam	Beta-Lactam	Beta-Lactam	1173	blaACC-4_1
blaCMY-98_1_KC603538	Beta-Lactam	Beta-Lactam	Beta-Lactam	1131	blaCMY-98_1
mecA_5_AB546267	Beta-Lactam	Beta-Lactam	Beta-Lactam	2007	mecA_5
blaZ_87_NZ_LRNC01000042	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_87_NZ
catB7_1_AF036933	Phenicol	Phenicol	Phenicol	639	catB7_1
blaACT-4_2_AJ311172	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaACT-4_2
blaDHA-2_1_AF259520	Beta-Lactam	Beta-Lactam	Beta-Lactam	1140	blaDHA-2_1
cphA1_4_AY261376	Beta-Lactam	Beta-Lactam	Beta-Lactam	765	cphA1_4
blaOXA-427_1_KX827604	Beta-Lactam	Beta-Lactam	Beta-Lactam	795	blaOXA-427_1
mcr-7.1_1_MG267386	Colistin	Other	Colistin	1620	mcr-7.1_1
blaFOX-2_1_Y10282	Beta-Lactam	Beta-Lactam	Beta-Lactam	1149	blaFOX-2_1
